	0	1	2
1365	4.0000000000	90.0000000000	-13.6848186420
15	4.0000000000	0.0000000000	-19.6033157101
1364	3.9000000000	90.0000000000	-14.5465664643
14	3.9000000000	0.0000000000	-18.2420653587
1366	4.1000000000	90.0000000000	-12.6263300320
16	4.1000000000	0.0000000000	-18.8534442030
1367	4.2000000000	90.0000000000	-11.4951213584
17	4.2000000000	0.0000000000	-17.5577320482
1363	3.8000000000	90.0000000000	-15.0187665702
13	3.8000000000	0.0000000000	-16.7015553724
1368	4.3000000000	90.0000000000	-10.3684211303
18	4.3000000000	0.0000000000	-16.0108915358
1362	3.7000000000	90.0000000000	-14.8085316008
12	3.7000000000	0.0000000000	-11.8265370456
1369	4.4000000000	90.0000000000	-9.2920038552
19	4.4000000000	0.0000000000	-14.4037117425
1361	3.6000000000	90.0000000000	-13.4785480471
11	3.6000000000	0.0000000000	-2.3896527193
1370	4.5000000000	90.0000000000	-8.2908227063
20	4.5000000000	0.0000000000	-12.8392561976
1371	4.6000000000	90.0000000000	-7.3763213050
21	4.6000000000	0.0000000000	-11.3758191174
1360	3.5000000000	90.0000000000	-10.3845408830
10	3.5000000000	0.0000000000	14.0374768458
1372	4.7000000000	90.0000000000	-6.5514217381
22	4.7000000000	0.0000000000	-10.0409261340
1373	4.8000000000	90.0000000000	-5.8138697798
23	4.8000000000	0.0000000000	-8.8433233099
1374	4.9000000000	90.0000000000	-5.1584748607
24	4.9000000000	0.0000000000	-7.7808233607
1375	5.0000000000	90.0000000000	-4.5785535331
25	5.0000000000	0.0000000000	-6.8452776346
1376	5.1000000000	90.0000000000	-4.0668521637
26	5.1000000000	0.0000000000	-6.0298468625
1377	5.2000000000	90.0000000000	-3.6161230417
27	5.2000000000	0.0000000000	-5.3137869596
1378	5.3000000000	90.0000000000	-3.2194474500
28	5.3000000000	0.0000000000	-4.6894117042
1359	3.4000000000	90.0000000000	-4.4846089552
9	3.4000000000	0.0000000000	40.8834088152
1379	5.4000000000	90.0000000000	-2.8704226531
29	5.4000000000	0.0000000000	-4.1453714076
1380	5.5000000000	90.0000000000	-2.5632363028
30	5.5000000000	0.0000000000	-3.6713130104
1381	5.6000000000	90.0000000000	-2.2926892681
31	5.6000000000	0.0000000000	-3.2579939959
1382	5.7000000000	90.0000000000	-2.0541789465
32	5.7000000000	0.0000000000	-2.8972343295
1383	5.8000000000	90.0000000000	-1.8436531750
33	5.8000000000	0.0000000000	-2.5818637717
1384	5.9000000000	90.0000000000	-1.6575713878
34	5.9000000000	0.0000000000	-2.3056564861
1385	6.0000000000	90.0000000000	-1.4928458019
35	6.0000000000	0.0000000000	-2.0632487313
1386	6.2000000000	90.0000000000	-1.2170741735
36	6.2000000000	0.0000000000	-1.6621309743
1387	6.4000000000	90.0000000000	-0.9988279440
37	6.4000000000	0.0000000000	-1.3492494753
1388	6.6000000000	90.0000000000	-0.8249193190
38	6.6000000000	0.0000000000	-1.1032291698
1389	6.8000000000	90.0000000000	-0.6853927148
39	6.8000000000	0.0000000000	-0.9083181414
1390	7.0000000000	90.0000000000	-0.5727049996
40	7.0000000000	0.0000000000	-0.7527744969
1391	7.2000000000	90.0000000000	-0.4811131899
41	7.2000000000	0.0000000000	-0.6277558207
1392	7.4000000000	90.0000000000	-0.4062144001
42	7.4000000000	0.0000000000	-0.5265549708
1393	7.6000000000	90.0000000000	-0.3446135775
43	7.6000000000	0.0000000000	-0.4440660907
1394	7.8000000000	90.0000000000	-0.2936728563
44	7.8000000000	0.0000000000	-0.3763873560
1395	8.0000000000	90.0000000000	-0.2513296185
45	8.0000000000	0.0000000000	-0.3205209680
1396	8.2000000000	90.0000000000	-0.2159612791
46	8.2000000000	0.0000000000	-0.2741472969
1397	8.4000000000	90.0000000000	-0.1862815074
47	8.4000000000	0.0000000000	-0.2354547948
1398	8.6000000000	90.0000000000	-0.1612657874
48	8.6000000000	0.0000000000	-0.2030177618
1399	8.8000000000	90.0000000000	-0.1400928508
49	8.8000000000	0.0000000000	-0.1757039265
1400	9.0000000000	90.0000000000	-0.1221011990
50	9.0000000000	0.0000000000	-0.1526048777
1401	9.5000000000	90.0000000000	-0.0877621975
51	9.5000000000	0.0000000000	-0.1088475642
1402	10.0000000000	90.0000000000	-0.0641952324
52	10.0000000000	0.0000000000	-0.0791087514
1403	10.5000000000	90.0000000000	-0.0477003982
53	10.5000000000	0.0000000000	-0.0584632119
1404	11.0000000000	90.0000000000	-0.0359501649
54	11.0000000000	0.0000000000	-0.0438567353
1405	11.5000000000	90.0000000000	-0.0274450827
55	11.5000000000	0.0000000000	-0.0333469753
1406	12.0000000000	90.0000000000	-0.0211990545
56	12.0000000000	0.0000000000	-0.0256677775
1407	12.5000000000	90.0000000000	-0.0165510216
57	12.5000000000	0.0000000000	-0.0199785548
1408	13.0000000000	90.0000000000	-0.0130501813
58	13.0000000000	0.0000000000	-0.0157102132
1409	13.5000000000	90.0000000000	-0.0103835653
59	13.5000000000	0.0000000000	-0.0124698902
1410	14.0000000000	90.0000000000	-0.0083312584
60	14.0000000000	0.0000000000	-0.0099845585
1411	14.5000000000	90.0000000000	-0.0067369933
61	14.5000000000	0.0000000000	-0.0080586678
1412	15.0000000000	90.0000000000	-0.0054870853
62	15.0000000000	0.0000000000	-0.0065528522
1413	16.0000000000	90.0000000000	-0.0037126339
63	16.0000000000	0.0000000000	-0.0044213153
1414	17.0000000000	90.0000000000	-0.0025715856
64	17.0000000000	0.0000000000	-0.0030561818
1415	18.0000000000	90.0000000000	-0.0018183472
65	18.0000000000	0.0000000000	-0.0021567752
1416	19.0000000000	90.0000000000	-0.0013091675
66	19.0000000000	0.0000000000	-0.0015512458
1417	20.0000000000	90.0000000000	-0.0009580081
67	20.0000000000	0.0000000000	-0.0011344642
1418	21.0000000000	90.0000000000	-0.0007108772
68	21.0000000000	0.0000000000	-0.0008412450
1419	22.0000000000	90.0000000000	-0.0005344211
69	22.0000000000	0.0000000000	-0.0006325236
1420	23.0000000000	90.0000000000	-0.0004060275
70	23.0000000000	0.0000000000	-0.0004806477
1421	24.0000000000	90.0000000000	-0.0003112154
71	24.0000000000	0.0000000000	-0.0003695954
1422	25.0000000000	90.0000000000	-0.0002407652
72	25.0000000000	0.0000000000	-0.0002857556
1424	100.0000000000	90.0000000000	0.0000000000
74	100.0000000000	0.0000000000	0.0000000000
1423	50.0000000000	90.0000000000	0.0000057076
73	50.0000000000	0.0000000000	0.0000052679
1358	3.3000000000	90.0000000000	5.0040573373
8	3.3000000000	0.0000000000	83.7662073678
1357	3.2000000000	90.0000000000	21.7504022179
7	3.2000000000	0.0000000000	148.6312556501
1356	3.1000000000	90.0000000000	46.8022612128
6	3.1000000000	0.0000000000	246.4423962895
1355	3.0000000000	90.0000000000	84.8640221014
5	3.0000000000	0.0000000000	390.9627466079
1354	2.9000000000	90.0000000000	142.0598053142
4	2.9000000000	0.0000000000	599.4577557260
1353	2.8000000000	90.0000000000	225.3922098816
3	2.8000000000	0.0000000000	896.0830803743
1352	2.7000000000	90.0000000000	347.6580315604
2	2.7000000000	0.0000000000	1308.6289658252
1351	2.6000000000	90.0000000000	523.8749832213
1	2.6000000000	0.0000000000	1876.1067205172
